"id","id","category","prompt","syntax_valid","semantic_valid","error_category","error_detail","n_processes","expected_processes","matches_gt_steps","extra_steps","missing_steps","hallucinated_steps","included_steps","called_steps","ground_truth_steps","code_chars","code_lines","n_workflow_calls","turns","elapsed_s","llm_reply_excerpt","nextflow_code","ground_truth_code"
"B03_unicycler_salmonella","B03_unicycler_salmonella","B03","Assemble a Salmonella enterica genome with Unicycler from Illumina paired-end reads.","Y","N","missing_param","ERROR ~ missing required param: hosts_dir","0","3","N","step_1PP_hostdepl__bowtie, step_1PP_trimming__fastp","","","step_1PP_hostdepl__bowtie, step_1PP_trimming__fastp, step_2AS_denovo__unicycler","step_1PP_trimming__fastp, step_1PP_hostdepl__bowtie, step_2AS_denovo__unicycler","step_2AS_denovo__unicycler","705","27","3","2","24.5","Approved! I will proceed with the pipeline design for assembling a Salmonella enterica genome from Illumina paired-end reads using Unicycler, including preprocessing and host depletion steps.","nextflow.enable.dsl=2

// --- IMPORTS ---

include { step_2AS_denovo__unicycler } from '../steps/step_2AS_denovo__unicycler'

include { getHostUnkeyed; getSingleInput } from '../functions/parameters.nf'

include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'

include { step_1PP_hostdepl__bowtie } from '../steps/step_1PP_hostdepl__bowtie'

// --- GLOBALS ---

// --- INLINE PROCESSES ---

// --- SUB WORKFLOWS ---

// --- ENTRYPOINT ---
workflow {
    trimmed = step_1PP_trimming__fastp(getSingleInput()).trimmed

    trimmedAndHost = trimmed.combine(getHostUnkeyed())
    depleted = step_1PP_hostdepl__bowtie(trimmedAndHost)

    assembled = step_2AS_denovo__unicycler(depleted)
}","nextflow.enable.dsl=2

include { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'
include { step_2AS_denovo__unicycler } from '../steps/step_2AS_denovo__unicycler'
workflow {
    step_2AS_denovo__unicycler(getSingleInput())
}
"
"B04_plasmidspades","B04_plasmidspades","B04","I want to assemble plasmids only from Illumina paired-end reads using plasmidSPAdes.","Y","Y","none","","6","3","N","step_1PP_trimming__fastp","","","step_1PP_trimming__fastp, step_2AS_denovo__plasmidspades","step_1PP_trimming__fastp, step_2AS_denovo__plasmidspades","step_2AS_denovo__plasmidspades","493","21","2","2","22.1","Approved! I will design a pipeline to assemble plasmids from Illumina paired-end reads using plasmidSPAdes. The pipeline will include trimming with fastp followed by plasmidSPAdes assembly.","nextflow.enable.dsl=2

// --- IMPORTS ---

include { step_2AS_denovo__plasmidspades } from '../steps/step_2AS_denovo__plasmidspades'

include { getSingleInput } from '../functions/parameters.nf'

include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'

// --- GLOBALS ---

// --- INLINE PROCESSES ---

// --- SUB WORKFLOWS ---

// --- ENTRYPOINT ---
workflow {
    trimmed = step_1PP_trimming__fastp(getSingleInput()).trimmed
    step_2AS_denovo__plasmidspades(trimmed)
}","nextflow.enable.dsl=2

include { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'
include { step_2AS_denovo__plasmidspades } from '../steps/step_2AS_denovo__plasmidspades'
workflow {
    step_2AS_denovo__plasmidspades(getSingleInput())
}
"
"B05_metaspades","B05_metaspades","B05","Run metagenomic assembly with metaSPAdes on paired-end Illumina reads from an environmental sample.","Y","Y","none","","3","3","Y","","","","step_2MG_denovo__metaspades","step_2MG_denovo__metaspades","step_2MG_denovo__metaspades","349","18","1","2","13.1","Approved! I will now design the metagenomic assembly pipeline using metaSPAdes for your paired-end Illumina reads.","nextflow.enable.dsl=2

// --- IMPORTS ---

include { getSingleInput } from '../functions/parameters.nf'

include { step_2MG_denovo__metaspades } from '../steps/step_2MG_denovo__metaspades'

// --- GLOBALS ---

// --- INLINE PROCESSES ---

// --- SUB WORKFLOWS ---

// --- ENTRYPOINT ---
workflow {
    step_2MG_denovo__metaspades(getSingleInput())
}","nextflow.enable.dsl=2

include { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'
include { step_2MG_denovo__metaspades } from '../steps/step_2MG_denovo__metaspades'
workflow {
    step_2MG_denovo__metaspades(getSingleInput())
}
"
"C01_kmerfinder","C01_kmerfinder","C01","Identify the species of an unknown bacterial isolate from Illumina paired FASTQ using KmerFinder.","Y","Y","none","","7","1","N","step_1PP_trimming__fastp, step_2AS_denovo__spades","","","step_1PP_trimming__fastp, step_2AS_denovo__spades, step_3TX_species__kmerfinder","step_1PP_trimming__fastp, step_2AS_denovo__spades, step_3TX_species__kmerfinder","step_3TX_species__kmerfinder","625","24","3","2","19.9","Approved! I will design a pipeline that includes trimming with Fastp, de novo assembly with SPAdes, and species identification with KmerFinder.","nextflow.enable.dsl=2

// --- IMPORTS ---

include { step_3TX_species__kmerfinder } from '../steps/step_3TX_species__kmerfinder'

include { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'

include { getSingleInput } from '../functions/parameters.nf'

include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'

// --- GLOBALS ---

// --- INLINE PROCESSES ---

// --- SUB WORKFLOWS ---

// --- ENTRYPOINT ---
workflow {
    trimmed = step_1PP_trimming__fastp(getSingleInput()).trimmed
    assembled = step_2AS_denovo__spades(trimmed).assembled
    step_3TX_species__kmerfinder(assembled)
}","nextflow.enable.dsl=2

include { getInput; optionalOrDefault; param } from '../functions/parameters.nf'
include { step_3TX_species__kmerfinder } from '../steps/step_3TX_species__kmerfinder'
workflow {
    step_3TX_species__kmerfinder(getInput())
}
"
"C02_mash","C02_mash","C02","Run Mash sketch-based species identification on paired-end Illumina reads.","Y","Y","none","","4","1","N","step_1PP_trimming__fastp","","","step_1PP_trimming__fastp, step_3TX_species__mash","step_1PP_trimming__fastp, step_3TX_species__mash","step_3TX_species__mash","469","21","2","2","20.4","I will set up a pipeline that includes preprocessing with `step_1PP_trimming__fastp` followed by Mash sketch-based species identification using `step_3TX_species__mash`.","nextflow.enable.dsl=2

// --- IMPORTS ---

include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'

include { getSingleInput } from '../functions/parameters.nf'

include { step_3TX_species__mash } from '../steps/step_3TX_species__mash'

// --- GLOBALS ---

// --- INLINE PROCESSES ---

// --- SUB WORKFLOWS ---

// --- ENTRYPOINT ---
workflow {
    trimmed = step_1PP_trimming__fastp(getSingleInput()).trimmed
    step_3TX_species__mash(trimmed)
}","nextflow.enable.dsl=2

include { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'
include { step_3TX_species__mash } from '../steps/step_3TX_species__mash'
workflow {
    step_3TX_species__mash(getSingleInput())
}
"
"C03_kraken2","C03_kraken2","C03","Taxonomic classification of paired-end Illumina reads with Kraken2.","Y","Y","none","","2","2","Y","","","","step_3TX_class__kraken2","step_3TX_class__kraken2","step_3TX_class__kraken2","351","18","1","2","14.4","Understood. I will proceed with the taxonomic classification of your paired-end Illumina reads using Kraken2.","nextflow.enable.dsl=2

// --- IMPORTS ---

include { getSingleInput } from '../functions/parameters.nf'

include { step_3TX_class__kraken2 } from '../steps/step_3TX_class__kraken2'

// --- GLOBALS ---

// --- INLINE PROCESSES ---

// --- SUB WORKFLOWS ---

// --- ENTRYPOINT ---
workflow {
    kraken2_out = step_3TX_class__kraken2(getSingleInput())
}","nextflow.enable.dsl=2

include { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'
include { step_3TX_class__kraken2 } from '../steps/step_3TX_class__kraken2'
workflow {
    step_3TX_class__kraken2(getSingleInput())
}
"
"D01_fastp_spades_lis","D01_fastp_spades_lis","D01","From Illumina paired-end FASTQ of Listeria monocytogenes: trim with fastp and assemble with SPAdes.","Y","Y","none","","6","6","Y","","","","step_1PP_trimming__fastp, step_2AS_denovo__spades","step_1PP_trimming__fastp, step_2AS_denovo__spades","step_1PP_trimming__fastp, step_2AS_denovo__spades","472","21","2","2","45.3","Pipeline approved! I will now design a Nextflow DSL2 pipeline that trims your Listeria monocytogenes Illumina paired-end FASTQ data with fastp and assembles the trimmed reads with SPAdes.","nextflow.enable.dsl=2

// --- IMPORTS ---

include { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'

include { getSingleInput } from '../functions/parameters.nf'

include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'

// --- GLOBALS ---

// --- INLINE PROCESSES ---

// --- SUB WORKFLOWS ---

// --- ENTRYPOINT ---
workflow {
    trimmed = step_1PP_trimming__fastp(getSingleInput()).trimmed
    step_2AS_denovo__spades(trimmed)
}","nextflow.enable.dsl=2

include { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'
include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'
include { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'
workflow {
    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed
    assembled = step_2AS_denovo__spades(trimmed).assembled
}
"
"D02_fastp_shovill_eco","D02_fastp_shovill_eco","D02","Trim Illumina paired reads with fastp then assemble with Shovill (Escherichia coli).","Y","Y","none","","6","6","Y","","","","step_1PP_trimming__fastp, step_2AS_denovo__shovill","step_1PP_trimming__fastp, step_2AS_denovo__shovill","step_1PP_trimming__fastp, step_2AS_denovo__shovill","495","21","2","2","20.2","The pipeline has been approved. I will now design the Nextflow DSL2 pipeline using the specified components for trimming Illumina paired reads with fastp and assembling with Shovill.","nextflow.enable.dsl=2

// --- IMPORTS ---

include { step_2AS_denovo__shovill } from '../steps/step_2AS_denovo__shovill'

include { getSingleInput } from '../functions/parameters.nf'

include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'

// --- GLOBALS ---

// --- INLINE PROCESSES ---

// --- SUB WORKFLOWS ---

// --- ENTRYPOINT ---
workflow {
    trimmed = step_1PP_trimming__fastp(getSingleInput()).trimmed
    assembly = step_2AS_denovo__shovill(trimmed).assembly
}","nextflow.enable.dsl=2

include { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'
include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'
include { step_2AS_denovo__shovill } from '../steps/step_2AS_denovo__shovill'
workflow {
    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed
    assembled = step_2AS_denovo__shovill(trimmed).assembly
}
"
"D03_trimmomatic_spades","D03_trimmomatic_spades","D03","Pipeline: trim with Trimmomatic, assemble with SPAdes. Illumina paired-end.","Y","Y","none","","6","6","Y","","","","step_1PP_trimming__trimmomatic, step_2AS_denovo__spades","step_1PP_trimming__trimmomatic, step_2AS_denovo__spades","step_1PP_trimming__trimmomatic, step_2AS_denovo__spades","512","21","2","2","39.2","Pipeline approved! I will now generate the detailed plan for trimming with Trimmomatic and assembling with SPAdes for your Illumina paired-end data.","nextflow.enable.dsl=2

// --- IMPORTS ---

include { step_1PP_trimming__trimmomatic } from '../steps/step_1PP_trimming__trimmomatic'

include { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'

include { getSingleInput } from '../functions/parameters.nf'

// --- GLOBALS ---

// --- INLINE PROCESSES ---

// --- SUB WORKFLOWS ---

// --- ENTRYPOINT ---
workflow {
    trimmed = step_1PP_trimming__trimmomatic(getSingleInput()).trimmed
    assembled = step_2AS_denovo__spades(trimmed).assembled
}","nextflow.enable.dsl=2

include { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'
include { step_1PP_trimming__trimmomatic } from '../steps/step_1PP_trimming__trimmomatic'
include { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'
workflow {
    trimmed   = step_1PP_trimming__trimmomatic(getSingleInput()).trimmed
    assembled = step_2AS_denovo__spades(trimmed).assembled
}
"
"D04_fastp_unicycler_sal","D04_fastp_unicycler_sal","D04","Trim and assemble a Salmonella isolate from Illumina paired-end FASTQ (fastp + Unicycler).","Y","Y","none","","6","6","Y","","","","step_1PP_trimming__fastp, step_2AS_denovo__unicycler","step_1PP_trimming__fastp, step_2AS_denovo__unicycler","step_1PP_trimming__fastp, step_2AS_denovo__unicycler","481","21","2","2","32.5","Perfect! I will proceed with the pipeline using fastp for trimming and Unicycler for assembly.","nextflow.enable.dsl=2

// --- IMPORTS ---

include { step_2AS_denovo__unicycler } from '../steps/step_2AS_denovo__unicycler'

include { getSingleInput } from '../functions/parameters.nf'

include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'

// --- GLOBALS ---

// --- INLINE PROCESSES ---

// --- SUB WORKFLOWS ---

// --- ENTRYPOINT ---
workflow {
    trimmed = step_1PP_trimming__fastp(getSingleInput()).trimmed
    step_2AS_denovo__unicycler(trimmed)
}","nextflow.enable.dsl=2

include { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'
include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'
include { step_2AS_denovo__unicycler } from '../steps/step_2AS_denovo__unicycler'
workflow {
    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed
    assembled = step_2AS_denovo__unicycler(trimmed).assembled
}
"
"D05_fastp_spades_cam","D05_fastp_spades_cam","D05","Trim and de novo assembly (fastp + SPAdes) for a paired-end Illumina Campylobacter sample.","Y","Y","none","","6","6","Y","","","","step_1PP_trimming__fastp, step_2AS_denovo__spades","step_1PP_trimming__fastp, step_2AS_denovo__spades","step_1PP_trimming__fastp, step_2AS_denovo__spades","472","21","2","2","26.1","Thank you for your approval. I will now draft the pipeline for trimming with fastp and de novo assembly with SPAdes for your paired-end Illumina Campylobacter sample.","nextflow.enable.dsl=2

// --- IMPORTS ---

include { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'

include { getSingleInput } from '../functions/parameters.nf'

include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'

// --- GLOBALS ---

// --- INLINE PROCESSES ---

// --- SUB WORKFLOWS ---

// --- ENTRYPOINT ---
workflow {
    trimmed = step_1PP_trimming__fastp(getSingleInput()).trimmed
    step_2AS_denovo__spades(trimmed)
}","nextflow.enable.dsl=2

include { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'
include { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'
include { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'
workflow {
    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed
    assembled = step_2AS_denovo__spades(trimmed).assembled
}
"
